,l3_code,l3_name,l2_code,l2_name,l1_code,l1_name
39,220503,改性塑料,220500,塑料,220000,基础化工
40,220504,合成树脂,220500,塑料,220000,基础化工
41,220505,膜材料,220500,塑料,220000,基础化工
42,220602,其他橡胶制品,220600,橡胶,220000,基础化工
43,220603,炭黑,220600,橡胶,220000,基础化工
44,220604,橡胶助剂,220600,橡胶,220000,基础化工
45,220801,氮肥,220800,农化制品,220000,基础化工
46,220802,磷肥及磷化工,220800,农化制品,220000,基础化工
47,220803,农药,220800,农化制品,220000,基础化工
48,220804,钾肥,220800,农化制品,220000,基础化工
49,220805,复合肥,220800,农化制品,220000,基础化工
50,220901,非金属材料Ⅲ,220900,非金属材料Ⅱ,220000,基础化工
51,230301,铁矿石,230300,冶钢原料,230000,钢铁
52,230302,冶钢辅料,230300,冶钢原料,230000,钢铁
53,230401,长材,230400,普钢,230000,钢铁
54,230402,板材,230400,普钢,230000,钢铁
55,230403,钢铁管材,230400,普钢,230000,钢铁
56,230501,特钢Ⅲ,230500,特钢Ⅱ,230000,钢铁
57,240201,其他金属新材料,240200,金属新材料,240000,有色金属
58,240202,磁性材料,240200,金属新材料,240000,有色金属
59,240301,铝,240300,工业金属,240000,有色金属
60,240302,铜,240300,工业金属,240000,有色金属
61,240303,铅锌,240300,工业金属,240000,有色金属
62,240401,黄金,240400,贵金属,240000,有色金属
63,240402,白银,240400,贵金属,240000,有色金属
64,240501,稀土,240500,小金属,240000,有色金属
65,240502,钨,240500,小金属,240000,有色金属
66,240504,其他小金属,240500,小金属,240000,有色金属
67,240505,钼,240500,小金属,240000,有色金属
68,240601,钴,240600,能源金属,240000,有色金属
69,240602,镍,240600,能源金属,240000,有色金属
70,240603,锂,240600,能源金属,240000,有色金属
71,270102,分立器件,270100,半导体,270000,电子
72,270103,半导体材料,270100,半导体,270000,电子
73,270104,数字芯片设计,270100,半导体,270000,电子
74,270105,模拟芯片设计,270100,半导体,270000,电子
75,270106,集成电路制造,270100,半导体,270000,电子
76,270107,集成电路封测,270100,半导体,270000,电子
77,270108,半导体设备,270100,半导体,270000,电子
78,270202,印制电路板,270200,元件,270000,电子
79,270203,被动元件,270200,元件,270000,电子
80,270301,面板,270300,光学光电子,270000,电子
81,270302,LED,270300,光学光电子,270000,电子
82,270303,光学元件,270300,光学光电子,270000,电子
83,270401,其他电子Ⅲ,270400,其他电子Ⅱ,270000,电子
84,270503,品牌消费电子,270500,消费电子,270000,电子
85,270504,消费电子零部件及组装,270500,消费电子,270000,电子
86,270601,电子化学品Ⅲ,270600,电子化学品Ⅱ,270000,电子
87,280202,车身附件及饰件,280200,汽车零部件,280000,汽车
88,280203,底盘与发动机系统,280200,汽车零部件,280000,汽车
89,280204,轮胎轮毂,280200,汽车零部件,280000,汽车
90,280205,其他汽车零部件,280200,汽车零部件,280000,汽车
91,280206,汽车电子电气系统,280200,汽车零部件,280000,汽车
92,280302,汽车经销商,280300,汽车服务,280000,汽车
93,280303,汽车综合服务,280300,汽车服务,280000,汽车
94,280401,其他运输设备,280400,摩托车及其他,280000,汽车
95,280402,摩托车,280400,摩托车及其他,280000,汽车
96,280501,电动乘用车,280500,乘用车,280000,汽车
97,280502,综合乘用车,280500,乘用车,280000,汽车
98,280601,商用载货车,280600,商用车,280000,汽车
99,280602,商用载客车,280600,商用车,280000,汽车
100,330102,空调,330100,白色家电,330000,家用电器
101,330106,冰洗,330100,白色家电,330000,家用电器
102,330201,彩电,330200,黑色家电,330000,家用电器
103,330202,其他黑色家电,330200,黑色家电,330000,家用电器
104,330301,厨房小家电,330300,小家电,330000,家用电器
105,330302,清洁小家电,330300,小家电,330000,家用电器
106,330303,个护小家电,330300,小家电,330000,家用电器
107,330401,厨房电器,330400,厨卫电器,330000,家用电器
108,330402,卫浴电器,330400,厨卫电器,330000,家用电器
109,330501,照明设备Ⅲ,330500,照明设备Ⅱ,330000,家用电器
110,330601,家电零部件Ⅲ,330600,家电零部件Ⅱ,330000,家用电器
111,330701,其他家电Ⅲ,330700,其他家电Ⅱ,330000,家用电器
112,340401,肉制品,340400,食品加工,340000,食品饮料
113,340404,其他食品,340400,食品加工,340000,食品饮料
114,340406,预加工食品,340400,食品加工,340000,食品饮料
115,340407,保健品,340400,食品加工,340000,食品饮料
116,340501,白酒Ⅲ,340500,白酒Ⅱ,340000,食品饮料
117,340601,啤酒,340600,非白酒,340000,食品饮料
118,340602,其他酒类,340600,非白酒,340000,食品饮料
119,340701,软饮料,340700,饮料乳品,340000,食品饮料
120,340702,乳品,340700,饮料乳品,340000,食品饮料
121,340801,零食,340800,休闲食品,340000,食品饮料
122,340802,烘焙食品,340800,休闲食品,340000,食品饮料
123,340803,熟食,340800,休闲食品,340000,食品饮料
124,340901,调味发酵品Ⅲ,340900,调味发酵品Ⅱ,340000,食品饮料
125,350102,棉纺,350100,纺织制造,350000,纺织服饰
126,350104,印染,350100,纺织制造,350000,纺织服饰
127,350105,辅料,350100,纺织制造,350000,纺织服饰
128,350106,其他纺织,350100,纺织制造,350000,纺织服饰
129,350107,纺织鞋类制造,350100,纺织制造,350000,纺织服饰
130,350205,鞋帽及其他,350200,服装家纺,350000,纺织服饰
131,350206,家纺,350200,服装家纺,350000,纺织服饰
132,350208,运动服装,350200,服装家纺,350000,纺织服饰
133,350209,非运动服装,350200,服装家纺,350000,纺织服饰
134,350301,钟表珠宝,350300,饰品,350000,纺织服饰
135,350302,多品类奢侈品,350300,饰品,350000,纺织服饰
136,350303,其他饰品,350300,饰品,350000,纺织服饰
137,360102,大宗用纸,360100,造纸,360000,轻工制造
138,360103,特种纸,360100,造纸,360000,轻工制造
139,360202,印刷,360200,包装印刷,360000,轻工制造
140,360203,金属包装,360200,包装印刷,360000,轻工制造
141,360204,塑料包装,360200,包装印刷,360000,轻工制造
142,360205,纸包装,360200,包装印刷,360000,轻工制造
143,360206,综合包装,360200,包装印刷,360000,轻工制造
144,360306,瓷砖地板,360300,家居用品,360000,轻工制造
145,360307,成品家居,360300,家居用品,360000,轻工制造
146,360308,定制家居,360300,家居用品,360000,轻工制造
147,360309,卫浴制品,360300,家居用品,360000,轻工制造
148,360311,其他家居用品,360300,家居用品,360000,轻工制造
149,360501,文化用品,360500,文娱用品,360000,轻工制造
150,360502,娱乐用品,360500,文娱用品,360000,轻工制造
151,370101,原料药,370100,化学制药,370000,医药生物
152,370102,化学制剂,370100,化学制药,370000,医药生物
153,370201,中药Ⅲ,370200,中药Ⅱ,370000,医药生物
154,370302,血液制品,370300,生物制品,370000,医药生物
155,370303,疫苗,370300,生物制品,370000,医药生物
156,370304,其他生物制品,370300,生物制品,370000,医药生物
157,370402,医药流通,370400,医药商业,370000,医药生物
158,370403,线下药店,370400,医药商业,370000,医药生物
159,370404,互联网药店,370400,医药商业,370000,医药生物
160,370502,医疗设备,370500,医疗器械,370000,医药生物
161,370503,医疗耗材,370500,医疗器械,370000,医药生物
162,370504,体外诊断,370500,医疗器械,370000,医药生物
163,370602,诊断服务,370600,医疗服务,370000,医药生物
164,370603,医疗研发外包,370600,医疗服务,370000,医药生物
165,370604,医院,370600,医疗服务,370000,医药生物
166,370605,其他医疗服务,370600,医疗服务,370000,医药生物
167,410101,火力发电,410100,电力,410000,公用事业
168,410102,水力发电,410100,电力,410000,公用事业
169,410104,热力服务,410100,电力,410000,公用事业
170,410106,光伏发电,410100,电力,410000,公用事业
171,410107,风力发电,410100,电力,410000,公用事业
172,410108,核力发电,410100,电力,410000,公用事业
173,410109,其他能源发电,410100,电力,410000,公用事业
174,410110,电能综合服务,410100,电力,410000,公用事业
175,410301,燃气Ⅲ,410300,燃气Ⅱ,410000,公用事业
176,421101,航运,421100,航运港口,420000,交通运输
177,421102,港口,421100,航运港口,420000,交通运输
178,420802,原材料供应链服务,420800,物流,420000,交通运输
179,420803,中间产品及消费品供应链服务,420800,物流,420000,交通运输
180,420804,快递,420800,物流,420000,交通运输
181,420805,跨境物流,420800,物流,420000,交通运输
182,420806,仓储物流,420800,物流,420000,交通运输
183,420807,公路货运,420800,物流,420000,交通运输
184,420901,高速公路,420900,铁路公路,420000,交通运输
185,420902,公交,420900,铁路公路,420000,交通运输
186,420903,铁路运输,420900,铁路公路,420000,交通运输
187,421001,航空运输,421000,航空机场,420000,交通运输
188,421002,机场,421000,航空机场,420000,交通运输
189,430101,住宅开发,430100,房地产开发,430000,房地产
190,430102,商业地产,430100,房地产开发,430000,房地产
191,430103,产业地产,430100,房地产开发,430000,房地产
192,430301,物业管理,430300,房地产服务,430000,房地产
193,430302,房产租赁经纪,430300,房地产服务,430000,房地产
194,430303,房地产综合服务,430300,房地产服务,430000,房地产
195,450201,贸易Ⅲ,450200,贸易Ⅱ,450000,商贸零售
196,450301,百货,450300,一般零售,450000,商贸零售
197,450302,超市,450300,一般零售,450000,商贸零售
198,450303,多业态零售,450300,一般零售,450000,商贸零售
199,450304,商业物业经营,450300,一般零售,450000,商贸零售
200,450401,专业连锁Ⅲ,450400,专业连锁Ⅱ,450000,商贸零售
201,450601,综合电商,450600,互联网电商,450000,商贸零售
202,450602,跨境电商,450600,互联网电商,450000,商贸零售
203,450603,电商服务,450600,互联网电商,450000,商贸零售
204,450701,旅游零售Ⅲ,450700,旅游零售Ⅱ,450000,商贸零售
205,461001,博彩,461000,旅游及景区,460000,社会服务
206,461002,人工景区,461000,旅游及景区,460000,社会服务
207,461003,自然景区,461000,旅游及景区,460000,社会服务
208,461004,旅游综合,461000,旅游及景区,460000,社会服务
209,460601,体育Ⅲ,460600,体育Ⅱ,460000,社会服务
210,460701,本地生活服务Ⅲ,460700,本地生活服务Ⅱ,460000,社会服务
211,460801,人力资源服务,460800,专业服务,460000,社会服务
212,460802,检测服务,460800,专业服务,460000,社会服务
213,460803,会展服务,460800,专业服务,460000,社会服务
214,460804,其他专业服务,460800,专业服务,460000,社会服务
215,460901,酒店,460900,酒店餐饮,460000,社会服务
216,460902,餐饮,460900,酒店餐饮,460000,社会服务
217,461101,学历教育,461100,教育,460000,社会服务
218,461102,培训教育,461100,教育,460000,社会服务
219,461103,教育运营及其他,461100,教育,460000,社会服务
220,480201,国有大型银行Ⅲ,480200,国有大型银行Ⅱ,480000,银行
221,480301,股份制银行Ⅲ,480300,股份制银行Ⅱ,480000,银行
222,480401,城商行Ⅲ,480400,城商行Ⅱ,480000,银行
223,480501,农商行Ⅲ,480500,农商行Ⅱ,480000,银行
224,480601,其他银行Ⅲ,480600,其他银行Ⅱ,480000,银行
225,490101,证券Ⅲ,490100,证券Ⅱ,490000,非银金融
226,490201,保险Ⅲ,490200,保险Ⅱ,490000,非银金融
227,490302,金融控股,490300,多元金融,490000,非银金融
228,490303,期货,490300,多元金融,490000,非银金融
229,490304,信托,490300,多元金融,490000,非银金融
230,490305,租赁,490300,多元金融,490000,非银金融
231,490306,金融信息服务,490300,多元金融,490000,非银金融
232,490307,资产管理,490300,多元金融,490000,非银金融
233,490308,其他多元金融,490300,多元金融,490000,非银金融
234,510101,综合Ⅲ,510100,综合Ⅱ,510000,综合
235,610101,水泥制造,610100,水泥,610000,建筑材料
236,610102,水泥制品,610100,水泥,610000,建筑材料
237,610201,玻璃制造,610200,玻璃玻纤,610000,建筑材料
238,610202,玻纤制造,610200,玻璃玻纤,610000,建筑材料
239,610301,耐火材料,610300,装修建材,610000,建筑材料
240,610302,管材,610300,装修建材,610000,建筑材料
241,610303,其他建材,610300,装修建材,610000,建筑材料
242,610304,防水材料,610300,装修建材,610000,建筑材料
243,610305,涂料,610300,装修建材,610000,建筑材料
244,620101,房屋建设Ⅲ,620100,房屋建设Ⅱ,620000,建筑装饰
245,620201,装修装饰Ⅲ,620200,装修装饰Ⅱ,620000,建筑装饰
246,620306,基建市政工程,620300,基础建设,620000,建筑装饰
247,620307,园林工程,620300,基础建设,620000,建筑装饰
248,620401,钢结构,620400,专业工程,620000,建筑装饰
249,620402,化学工程,620400,专业工程,620000,建筑装饰
250,620403,国际工程,620400,专业工程,620000,建筑装饰
251,620404,其他专业工程,620400,专业工程,620000,建筑装饰
252,620601,工程咨询服务Ⅲ,620600,工程咨询服务Ⅱ,620000,建筑装饰
253,630101,电机Ⅲ,630100,电机Ⅱ,630000,电力设备
254,630301,综合电力设备商,630300,其他电源设备Ⅱ,630000,电力设备
255,630304,火电设备,630300,其他电源设备Ⅱ,630000,电力设备
256,630306,其他电源设备Ⅲ,630300,其他电源设备Ⅱ,630000,电力设备
257,630501,硅料硅片,630500,光伏设备,630000,电力设备
258,630502,光伏电池组件,630500,光伏设备,630000,电力设备
259,630503,逆变器,630500,光伏设备,630000,电力设备
260,630504,光伏辅材,630500,光伏设备,630000,电力设备
261,630505,光伏加工设备,630500,光伏设备,630000,电力设备
262,630601,风电整机,630600,风电设备,630000,电力设备
263,630602,风电零部件,630600,风电设备,630000,电力设备
264,630701,锂电池,630700,电池,630000,电力设备
265,630702,电池化学品,630700,电池,630000,电力设备
266,630703,锂电专用设备,630700,电池,630000,电力设备
267,630704,燃料电池,630700,电池,630000,电力设备
268,630705,蓄电池及其他电池,630700,电池,630000,电力设备
269,630801,输变电设备,630800,电网设备,630000,电力设备
270,630802,配电设备,630800,电网设备,630000,电力设备
271,630803,电网自动化设备,630800,电网设备,630000,电力设备
272,630804,电工仪器仪表,630800,电网设备,630000,电力设备
273,630805,线缆部件及其他,630800,电网设备,630000,电力设备
274,640101,机床工具,640100,通用设备,640000,机械设备
275,640103,磨具磨料,640100,通用设备,640000,机械设备
276,640105,制冷空调设备,640100,通用设备,640000,机械设备
277,640106,其他通用设备,640100,通用设备,640000,机械设备
278,640107,仪器仪表,640100,通用设备,640000,机械设备
279,640108,金属制品,640100,通用设备,640000,机械设备
280,640203,能源及重型设备,640200,专用设备,640000,机械设备
281,640204,楼宇设备,640200,专用设备,640000,机械设备
282,640206,纺织服装设备,640200,专用设备,640000,机械设备
283,640207,农用机械,640200,专用设备,640000,机械设备
284,640208,印刷包装机械,640200,专用设备,640000,机械设备
285,640209,其他专用设备,640200,专用设备,640000,机械设备
286,640501,轨交设备Ⅲ,640500,轨交设备Ⅱ,640000,机械设备
287,640601,工程机械整机,640600,工程机械,640000,机械设备
288,640602,工程机械器件,640600,工程机械,640000,机械设备
289,640701,机器人,640700,自动化设备,640000,机械设备
290,640702,工控设备,640700,自动化设备,640000,机械设备
291,640703,激光设备,640700,自动化设备,640000,机械设备
292,640704,其他自动化设备,640700,自动化设备,640000,机械设备
293,650101,航天装备Ⅲ,650100,航天装备Ⅱ,650000,国防军工
294,650201,航空装备Ⅲ,650200,航空装备Ⅱ,650000,国防军工
295,650301,地面兵装Ⅲ,650300,地面兵装Ⅱ,650000,国防军工
296,650401,航海装备Ⅲ,650400,航海装备Ⅱ,650000,国防军工
297,650501,军工电子Ⅲ,650500,军工电子Ⅱ,650000,国防军工
298,710102,安防设备,710100,计算机设备,710000,计算机
299,710103,其他计算机设备,710100,计算机设备,710000,计算机
300,710301,IT服务Ⅲ,710300,IT服务Ⅱ,710000,计算机
301,710401,垂直应用软件,710400,软件开发,710000,计算机
302,710402,横向通用软件,710400,软件开发,710000,计算机
303,721001,电视广播Ⅲ,721000,电视广播Ⅱ,720000,传媒
304,720401,游戏Ⅲ,720400,游戏Ⅱ,720000,传媒
305,720501,营销代理,720500,广告营销,720000,传媒
306,720502,广告媒体,720500,广告营销,720000,传媒
307,720601,影视动漫制作,720600,影视院线,720000,传媒
308,720602,院线,720600,影视院线,720000,传媒
309,720701,视频媒体,720700,数字媒体,720000,传媒
310,720702,音频媒体,720700,数字媒体,720000,传媒
311,720703,图片媒体,720700,数字媒体,720000,传媒
312,720704,门户网站,720700,数字媒体,720000,传媒
313,720705,文字媒体,720700,数字媒体,720000,传媒
314,720706,其他数字媒体,720700,数字媒体,720000,传媒
315,720801,社交Ⅲ,720800,社交Ⅱ,720000,传媒
316,720901,教育出版,720900,出版,720000,传媒
317,720902,大众出版,720900,出版,720000,传媒
318,720903,其他出版,720900,出版,720000,传媒
319,730102,电信运营商,730100,通信服务,730000,通信
320,730103,通信工程及服务,730100,通信服务,730000,通信
321,730104,通信应用增值服务,730100,通信服务,730000,通信
322,730204,通信网络设备及器件,730200,通信设备,730000,通信
323,730205,通信线缆及配套,730200,通信设备,730000,通信
324,730206,通信终端及配件,730200,通信设备,730000,通信
325,730207,其他通信设备,730200,通信设备,730000,通信
326,740101,动力煤,740100,煤炭开采,740000,煤炭
327,740102,焦煤,740100,煤炭开采,740000,煤炭
328,740201,焦炭Ⅲ,740200,焦炭Ⅱ,740000,煤炭
329,750101,油气开采Ⅲ,750100,油气开采Ⅱ,750000,石油石化
330,750201,油田服务,750200,油服工程,750000,石油石化
331,750202,油气及炼化工程,750200,油服工程,750000,石油石化
332,750301,炼油化工,750300,炼化及贸易,750000,石油石化
333,750302,油品石化贸易,750300,炼化及贸易,750000,石油石化
334,750303,其他石化,750300,炼化及贸易,750000,石油石化
335,760101,大气治理,760100,环境治理,760000,环保
336,760102,水务及水治理,760100,环境治理,760000,环保
337,760103,固废治理,760100,环境治理,760000,环保
338,760104,综合环境治理,760100,环境治理,760000,环保
339,760201,环保设备Ⅲ,760200,环保设备Ⅱ,760000,环保
340,770101,生活用纸,770100,个护用品,770000,美容护理
341,770102,洗护用品,770100,个护用品,770000,美容护理
342,770201,化妆品制造及其他,770200,化妆品,770000,美容护理
343,770202,品牌化妆品,770200,化妆品,770000,美容护理
344,770301,医美耗材,770300,医疗美容,770000,美容护理
345,770302,医美服务,770300,医疗美容,770000,美容护理
